name,nationality,age,weight,dribbling,interceptions,heading_accuracy,reactions,balance,jumping,stamina,strength,composure,preferred_foot,international_reputation,work_rate,position,overall
noblejas,spain,25,170,54,65,55,68,35,55,74,81,58,left,1,medium_medium,df,65
t_savanier,france,26,137,71,58,36,81,86,31,78,56,63,right,1,high_medium,mf,72
y_ravet,france,28,172,74,40,50,75,70,53,64,66,73,right,1,high_medium,mf,75
p_b_af_a1_4rger,austria,31,187,57,18,71,54,65,73,84,89,66,right,1,medium_medium,st,64
neto,brazil,25,205,15,23,18,57,45,55,43,70,43,right,1,medium_medium,gk,63
l_orellano,argentina,18,146,63,22,42,40,73,60,52,58,47,left,1,medium_medium,am,57
c_arango,colombia,23,172,70,23,62,70,66,75,64,74,59,right,1,medium_medium,st,69
wang_min,china_pr,23,187,13,7,13,52,24,39,28,63,52,right,1,medium_medium,gk,53
william,brazil,26,176,68,19,76,72,60,81,69,82,66,right,1,high_low,st,74
o_rommens,belgium,23,141,58,55,44,48,77,63,73,53,50,right,1,high_high,dm,61
santi_cazorla,spain,33,146,84,61,58,76,84,53,53,54,88,right,3,high_low,mf,80
a_batsula,ukraine,26,174,57,64,62,63,52,60,72,74,52,left,1,medium_medium,df,65
o_g_af_a1_4af_a_tekin,turkey,19,157,63,53,48,63,79,46,58,48,70,right,1,medium_medium,dm,63
v_jacob,france,24,148,64,42,34,62,83,56,64,40,68,right,1,medium_medium,am,65
m_pereira,france,30,161,69,54,49,67,70,91,76,78,64,right,1,high_low,mf,69
m_jakobsen,denmark,32,179,62,65,65,64,48,82,73,89,65,left,1,medium_medium,df,68
a_dej,poland,26,163,60,60,52,67,80,62,73,56,63,right,1,high_medium,mf,67
n_jambor,croatia,22,168,68,62,57,63,54,63,67,70,67,left,1,medium_high,mf,64
t_naylor,england,27,159,61,66,66,62,65,72,80,78,63,right,1,medium_high,mf,66
r_boffin,belgium,30,190,20,25,12,67,33,72,38,70,56,right,1,medium_medium,gk,70
g_saville,northern_ireland,25,161,73,69,70,73,73,86,91,66,64,left,1,high_high,mf,73
k_kabran,sweden,24,181,65,32,54,47,69,55,69,75,60,right,1,medium_medium,am,64
g_toledo,argentina,28,159,73,70,52,75,68,77,86,66,70,right,1,medium_medium,df,73
a_nakamura,japan,27,148,74,29,41,58,74,48,51,57,64,right,1,medium_medium,mf,66
a_pululu,angola,19,183,61,15,54,51,74,79,66,69,49,right,1,high_medium,st,60
m_shaparenko,ukraine,19,159,72,68,41,72,71,59,65,50,63,right,1,high_high,am,72
nelson_freitosa,brazil,34,179,12,11,11,65,61,75,39,65,61,right,1,medium_medium,gk,64
g_ochoa,mexico,32,172,10,23,19,71,42,75,34,56,57,right,3,medium_medium,gk,77
zhao_hejing,china_pr,33,163,65,58,61,63,46,48,67,73,50,right,1,high_medium,df,63
d_donohue,wales,24,157,63,61,56,55,67,76,72,61,53,left,1,high_medium,df,64
c_clemens,germany,26,174,70,39,68,73,72,68,74,68,69,right,2,medium_medium,mf,73
r_hepburn_murphy,england,19,179,67,21,58,56,78,63,66,34,51,right,1,high_medium,st,61
t_vilhena,netherlands,23,165,77,75,67,77,83,76,85,75,80,left,2,high_high,mf,77
j_grahl,germany,29,196,12,23,13,69,43,58,39,74,55,right,1,medium_medium,gk,69
l_podolski,germany,33,183,78,36,66,76,70,71,70,83,79,left,3,medium_low,st,78
baraka,brazil,31,183,50,70,61,61,62,70,73,78,68,right,1,low_high,dm,68
j_roussillon,france,25,176,77,76,69,73,78,73,84,77,72,left,2,high_medium,df,79
r_tongyik,australia,21,176,58,61,63,59,56,88,73,86,69,right,1,high_medium,df,63
magno,brazil,30,170,71,48,58,65,71,54,62,62,70,right,1,medium_medium,st,69
d_lyon,scotland,23,168,55,50,38,53,73,45,71,64,51,right,1,medium_medium,df,58
f_johnson,united_states,30,163,79,65,60,75,72,69,76,60,70,right,2,medium_medium,mf,77
n_rni_a_a,serbia,33,161,37,63,62,59,73,76,60,74,61,right,1,medium_medium,df,64
c_ojeda,argentina,19,146,65,21,44,41,77,44,57,41,63,left,1,medium_medium,am,60
l_wakalible,ivory_coast,27,165,74,29,54,65,61,91,80,81,59,left,1,medium_low,mf,68
k_bouta_af_a_b,morocco,31,181,67,27,79,62,57,69,71,79,68,right,1,high_medium,st,74
m_hansen,denmark,28,187,13,24,12,73,51,70,33,67,58,right,1,medium_medium,gk,69
k_matsubara,japan,21,159,65,61,36,51,63,58,69,66,62,left,1,high_medium,df,65
b_makendzhiev,bulgaria,29,168,16,15,18,48,56,55,37,76,22,right,1,medium_medium,gk,60
m_vlap,netherlands,21,152,73,30,67,71,64,70,76,73,73,right,1,high_medium,am,71
e_o_connell,republic_of_ireland,22,176,53,60,62,55,38,75,61,74,67,right,1,medium_medium,df,65
dani_ojeda,spain,23,165,66,32,62,66,66,63,71,62,50,right,1,medium_medium,mf,67
a_gory,france,21,159,64,11,61,57,59,69,58,71,55,right,1,medium_medium,mf,64
r_hutton,england,19,159,61,59,42,60,66,53,66,58,44,right,1,medium_medium,df,62
e_mart_af_a_nez,argentina,25,187,13,13,26,64,49,60,14,70,53,right,1,medium_medium,gk,72
h_hosogai,japan,32,152,61,60,58,63,63,64,58,59,64,right,2,medium_medium,dm,62
s_quinn,republic_of_ireland,32,132,69,66,53,65,89,84,65,60,70,left,1,medium_high,dm,67
c_kerr,scotland,22,165,64,56,43,59,66,55,73,73,50,right,1,high_medium,df,65
a_rodr_af_a_guez,colombia,29,176,60,26,68,74,54,50,69,83,69,right,1,medium_medium,st,73
j_montoya,colombia,19,161,5,7,11,33,36,49,29,50,24,right,1,medium_medium,gk,55
y_suzuki,japan,24,154,57,12,67,55,56,68,64,67,55,right,1,high_medium,mf,60
h_norris,england,17,141,20,49,40,39,49,66,60,63,33,right,1,medium_medium,df,48
i_afa_ipe,turkey,23,181,17,16,15,53,32,57,25,57,32,right,1,medium_medium,gk,64
f_olijve,netherlands,29,161,62,62,53,64,73,34,62,53,60,right,1,medium_medium,mf,65
sergi_af_a_lamo,spain,20,176,62,58,54,62,43,48,64,65,54,left,1,medium_medium,df,60
n_vujadinovi_a_a,montenegro,31,185,36,68,73,59,38,68,67,77,61,left,1,medium_medium,df,66
g_arndal_lauritzen,denmark,20,179,48,49,43,54,56,63,63,66,37,left,1,medium_medium,df,50
l_blessing,ghana,21,141,74,39,51,67,83,66,76,36,60,right,1,high_medium,am,69
m_mc_kee,northern_ireland,19,161,57,42,33,53,63,69,72,56,54,right,1,medium_medium,mf,59
marcos_lav_af_a_n,spain,21,174,7,12,14,52,38,48,18,57,38,right,1,medium_medium,gk,58
b_purkiss,england,34,154,48,61,60,57,55,70,68,75,60,right,1,medium_medium,df,61
q_moll,germany,27,170,52,65,59,59,61,70,77,65,68,right,1,medium_medium,mf,66
s_quigley,england,25,183,46,16,67,45,60,69,56,80,47,right,1,medium_medium,st,58
tobias_figueiredo,portugal,24,185,54,65,71,65,48,77,61,83,63,right,1,medium_medium,df,71
b_bodin,wales,26,154,72,38,62,56,79,69,73,62,65,left,1,high_medium,mf,69
s_neumann,germany,27,176,44,69,66,66,52,60,57,84,67,left,1,medium_medium,df,69
j_molina,mexico,30,170,63,72,86,73,73,74,88,80,70,right,1,medium_high,df,73
a_greene,republic_of_ireland,28,161,58,32,53,53,65,52,71,71,54,left,1,high_medium,st,60
m_caire,argentina,29,154,68,73,78,60,77,91,90,63,61,right,1,medium_medium,df,71
g_kusunga,angola,30,183,48,64,65,57,36,67,63,84,58,right,1,medium_medium,df,65
h_offia,nigeria,18,179,54,13,32,39,69,51,55,62,49,right,1,medium_medium,mf,55
r_petretta,italy,21,154,64,61,54,64,77,66,67,63,64,left,1,medium_medium,df,69
k_mac_allister,argentina,20,159,62,70,58,68,68,70,78,57,68,right,1,medium_high,df,69
e_godoy,chile,31,170,30,61,65,66,55,75,74,78,56,left,1,medium_medium,df,66
a_sadiku,albania,27,176,67,39,65,66,55,65,53,77,63,right,1,medium_low,st,69
j_palacios,colombia,24,163,33,66,68,54,52,55,62,72,60,right,1,low_medium,df,64
p_pawlett,scotland,27,150,65,24,42,56,75,81,75,69,55,right,1,high_high,mf,66
l_mothiba,south_africa,22,168,68,24,70,68,68,67,69,74,75,right,1,high_medium,st,72
ontiveros,spain,20,165,74,36,32,63,88,41,64,42,67,right,1,medium_low,mf,72
aitor_ruibal,spain,22,165,66,18,51,65,65,41,62,56,45,right,1,medium_medium,st,64
t_abe,japan,30,161,65,50,61,63,86,80,69,65,60,left,1,high_medium,st,64
f_melchiorri,italy,31,168,71,20,69,70,52,89,64,69,70,right,1,high_medium,st,72
i_fioli_a_a,croatia,22,154,71,36,32,73,74,48,50,51,71,left,1,medium_medium,am,71
c_vargas,colombia,29,176,16,23,24,72,45,69,35,67,32,left,1,medium_medium,gk,75
f_miguel,france,21,154,61,70,59,65,67,71,62,77,66,left,1,medium_medium,df,67
t_rodr_af_a_guez,argentina,22,168,71,33,44,55,66,44,51,69,67,right,1,medium_medium,mf,65
r_van_rhijn,netherlands,27,159,65,66,71,70,66,69,74,67,65,right,2,high_medium,df,73
han_kwang_song,korea_dpr,19,154,73,17,66,65,70,82,52,49,63,right,1,high_medium,st,68
a_fern_af_a_ndez,argentina,32,161,78,77,59,80,79,59,75,73,81,right,2,medium_medium,dm,80
m_christiansen,germany,21,181,60,69,63,68,64,69,76,78,63,right,1,medium_medium,dm,69
r_bonevacia,curacao,26,143,71,63,59,66,78,86,80,80,68,right,1,high_high,am,70
d_sugioka,japan,19,165,47,47,60,58,61,68,66,69,41,left,1,medium_medium,df,58
b_brereton,england,19,165,72,36,62,59,58,62,72,69,66,right,1,high_high,st,68
t_b_af_a_rven,norway,26,159,61,22,63,61,58,78,63,70,62,right,1,high_low,st,65
jo_af_a_o_silva,portugal,28,174,62,11,68,65,59,77,72,68,67,right,1,medium_medium,st,67
k_oiwa,japan,28,172,45,65,40,66,54,73,76,79,47,right,1,medium_high,df,64
p_arriola,united_states,23,143,74,51,46,65,79,74,84,53,65,right,1,high_high,mf,72
a_ulmer,austria,32,152,66,72,59,73,74,57,87,65,69,left,1,high_medium,df,73
m_vecino,uruguay,26,179,84,76,75,83,56,67,81,75,81,right,2,high_high,mf,80
y_ngbakoto,dr_congo,26,152,72,25,40,67,74,56,64,69,65,right,1,high_medium,mf,70
c_yamb_af_a_c_r_af_a_c,central_african_rep,27,185,55,66,69,60,51,73,61,79,60,right,1,medium_medium,df,70
k_naismith,scotland,26,172,65,25,64,59,85,72,71,74,61,left,1,high_medium,df,66
a_cvetkovic,serbia,23,192,38,54,58,40,55,72,66,77,41,right,1,medium_medium,df,56
e_oelschl_af_a_gel,germany,22,187,11,11,25,64,27,54,29,76,32,right,1,medium_medium,gk,64
m_nizam,turkey,27,163,64,65,67,65,62,68,64,68,63,left,1,medium_medium,df,66
a_izzo,italy,26,172,53,78,74,76,60,72,63,73,76,right,1,medium_medium,df,76
a_medina,argentina,33,143,73,29,53,63,88,76,65,34,71,right,1,high_low,st,66
l_chiappero,argentina,24,165,16,15,17,60,55,62,35,43,43,left,1,medium_medium,gk,60
j_mez_af_ao,colombia,28,163,63,38,27,58,82,86,57,55,57,right,1,medium_low,am,65
r_mc_crorie,scotland,20,176,16,9,10,48,57,55,33,61,38,right,1,medium_medium,gk,54
z_clough,england,23,141,67,41,55,62,91,63,52,45,71,right,1,medium_medium,am,68
p_jerez,chile,33,146,49,59,61,53,74,57,71,41,55,left,1,medium_high,df,64
zeng_shuai,china_pr,24,165,27,58,50,49,69,66,73,58,40,right,1,medium_medium,df,57
m_rits,belgium,24,161,66,74,47,74,74,53,76,67,68,right,1,medium_medium,mf,74
t_sch_af_a1_4tzenauer,austria,21,154,11,16,22,55,41,64,24,44,34,right,1,medium_medium,gk,63
t_eastman,england,26,194,54,58,65,52,54,63,78,81,55,right,1,high_high,df,64
j_palmieri,france,31,146,73,67,57,67,83,71,66,64,70,left,1,medium_medium,df,70
r_bentancur,uruguay,21,159,82,66,62,72,68,74,83,67,80,right,1,medium_medium,mf,77
s_bell,germany,26,194,49,81,81,76,40,64,62,85,75,right,1,medium_medium,df,76
s_kryvtsov,ukraine,27,183,42,73,77,72,59,64,77,83,77,right,1,medium_medium,df,75
yuri_ribeiro,portugal,21,163,74,73,67,76,78,75,77,64,73,left,1,high_medium,df,75
d_nikolaou,greece,19,203,24,59,66,52,51,74,66,74,57,left,1,medium_high,df,67
d_londo_af_a_o,colombia,23,183,55,53,62,62,54,59,70,74,50,left,1,medium_medium,df,64
a_al_qahtani,saudi_arabia,19,141,58,20,49,50,62,56,49,50,43,left,1,medium_medium,mf,57
k_medel,chile,22,146,62,70,52,64,84,61,76,79,59,right,1,medium_medium,dm,68
welington_dano,brazil,30,152,77,77,69,80,81,71,89,68,82,left,1,medium_medium,df,80
s_o_donnell,scotland,26,196,66,59,59,66,68,71,86,83,58,right,1,medium_medium,df,67
j_cl_af_a_c_ment,france,33,168,57,68,63,67,63,70,56,64,71,left,2,low_medium,dm,67
s_marzo,belgium,27,152,58,68,55,60,72,63,83,64,66,right,1,medium_medium,df,67
c_ti_af_a_c_hi,ivory_coast,20,172,51,59,53,58,64,58,58,60,55,right,1,medium_medium,dm,59
h_noda,japan,20,161,28,46,50,40,57,75,56,74,47,right,1,medium_medium,df,55
lee_eun_beom,korea_republic,22,141,61,20,44,51,86,67,84,58,43,right,1,high_low,st,60
a_vogliacco,italy,19,172,40,55,61,52,60,64,52,65,53,right,1,medium_medium,df,60
andoni_l_af_a3pez,spain,22,168,53,59,58,58,53,70,64,59,55,left,1,medium_medium,df,66
n_frey,france,34,172,61,74,68,70,63,79,62,75,75,right,2,low_medium,df,69
a_santamar_af_a_a,peru,26,165,66,65,68,51,63,50,69,71,66,right,1,high_high,df,68
h_chapman,england,20,154,72,30,45,58,72,59,64,58,57,right,1,medium_low,am,65
a_akinyemi,nigeria,19,181,61,21,59,55,62,71,60,70,51,right,1,medium_low,st,62
zhang_cheng,china_pr,29,159,48,55,69,58,66,69,67,72,59,right,1,medium_medium,df,61
g_pu_a_a_ca_a_a,romania,22,172,70,21,67,69,71,66,59,69,71,right,1,medium_medium,st,69
l_o_neil,england,24,176,54,62,52,59,67,69,77,66,55,right,1,medium_medium,dm,60
m_biankadi,congo,23,172,67,57,55,63,69,65,80,70,61,right,1,high_high,mf,65
a_awaji,saudi_arabia,28,137,67,48,52,56,75,64,74,60,60,left,1,high_medium,mf,64
f_honorat,france,21,154,74,21,57,62,68,75,62,45,52,right,1,medium_medium,mf,69
j_jeggo,australia,26,146,63,67,42,54,69,39,81,62,59,right,1,medium_high,dm,67
g_montiel,argentina,21,154,60,70,64,68,67,76,83,70,67,right,1,high_medium,df,71
a_a_a_ati_a_a,bosnia_herzegovina,19,172,61,19,45,38,64,53,52,53,52,right,1,medium_medium,am,60
y_takahashi,japan,33,148,53,66,54,56,77,82,92,57,61,right,1,medium_high,dm,66
r_ghezzal,algeria,26,154,80,27,56,63,73,59,68,61,74,left,2,medium_low,mf,75
r_afa_zcan,austria,34,172,13,22,14,73,36,71,36,72,53,left,1,medium_medium,gk,75
rober_correa,spain,25,170,46,69,58,58,75,71,63,70,58,right,1,medium_medium,df,66
m_klich,poland,28,181,70,62,48,68,72,64,76,69,73,right,1,high_medium,mf,73
p_michorl,austria,23,157,58,71,53,49,70,59,76,67,72,left,1,medium_medium,mf,67
m_born,germany,24,152,63,21,56,63,74,71,45,56,54,right,1,medium_medium,st,63
p_lees_melou,france,25,152,79,66,59,75,59,61,86,71,76,right,1,high_high,mf,78
m_casta_af_a_o,colombia,19,141,55,27,41,46,78,70,48,37,50,right,1,medium_low,am,56
k_wrzesi_a_a_zski,poland,24,143,63,51,38,54,75,66,74,66,54,right,1,high_medium,mf,65
caro,spain,24,194,17,21,23,64,32,61,42,65,50,right,1,medium_medium,gk,67
sokratis,greece,30,187,58,77,85,81,64,86,69,86,82,right,3,medium_high,df,84
a_gerndt,sweden,31,176,71,30,56,71,59,66,77,72,68,left,1,medium_medium,st,72
c_wehan,united_states,24,141,60,28,44,55,72,55,60,50,62,right,1,high_medium,am,61
t_eisfeld,germany,25,168,68,32,42,61,78,64,73,60,61,right,1,medium_medium,am,70
g_xhaka,switzerland,25,181,70,71,62,77,61,32,80,75,74,left,3,medium_medium,dm,81
af_a_lex_centelles,spain,18,148,66,59,57,57,57,64,64,65,53,left,1,medium_medium,df,64
s_al_faraj,saudi_arabia,28,141,71,67,59,74,69,71,72,73,73,left,1,high_medium,mf,74
t_edwards,england,19,168,60,59,55,64,66,81,68,73,60,right,1,high_high,df,65
s_moreira,france,23,159,63,74,56,70,68,53,78,62,64,right,1,high_medium,df,72
t_miyazaki,japan,31,150,47,67,68,64,76,77,67,58,70,left,1,medium_medium,mf,59
a_malarz,poland,38,190,29,22,16,75,43,35,27,44,61,right,1,medium_medium,gk,72
d_rose,england,30,146,58,62,50,64,81,73,81,63,75,left,1,medium_high,mf,66
l_scott,australia,21,154,55,25,53,51,66,68,69,69,51,right,1,medium_medium,st,58
f_deli,italy,23,170,68,66,47,62,65,60,73,58,58,left,1,high_medium,mf,70
c_coll,republic_of_ireland,26,141,54,52,55,51,71,86,80,63,45,left,1,medium_high,df,58
a_paloschi,italy,28,176,69,21,76,74,70,90,69,76,80,right,2,high_low,st,76
m_janko,austria,35,203,58,26,79,64,36,31,59,89,65,left,2,medium_medium,st,69
j_hopcutt,england,26,163,67,33,46,59,78,65,75,62,62,right,1,high_medium,st,67
j_ram_af_a_rez,colombia,20,168,68,56,38,59,65,53,53,71,60,left,1,medium_medium,mf,64
f_ponce,mexico,30,148,62,46,45,60,60,56,65,55,61,right,1,medium_medium,am,65
d_alli,england,22,176,83,74,77,85,62,67,90,71,86,right,3,high_high,mf,84
m_insaurralde,argentina,19,154,64,43,47,63,63,57,68,54,63,right,1,medium_medium,mf,61
j_bajandouh,saudi_arabia,25,187,61,64,54,60,64,67,78,76,50,right,1,medium_medium,dm,68
c_martina,curacao,28,170,62,71,66,72,59,87,76,71,65,right,1,high_medium,df,71
d_kol_af_a_a_a,czech_republic,32,176,74,53,69,75,69,66,72,66,72,right,1,medium_low,am,74
j_byrom,england,31,172,54,55,49,59,61,77,68,71,59,left,1,medium_medium,mf,63
e_garay,argentina,31,198,60,83,80,76,34,76,62,88,78,right,3,medium_medium,df,82
lee_dong_gook,korea_republic,39,183,58,33,67,70,63,74,38,67,72,right,3,high_low,st,68
t_hama,japan,20,161,20,48,41,55,61,61,66,64,41,right,1,low_medium,df,52
m_sordell,england,27,179,67,25,56,63,70,79,75,74,69,right,1,medium_medium,mf,66
rui_silva,portugal,24,201,18,27,14,70,24,48,27,65,49,right,1,medium_medium,gk,69
m_trejo,mexico,19,157,58,53,46,60,52,58,58,55,42,right,1,low_high,df,57
g_ward,england,23,161,67,61,51,66,78,66,85,63,64,right,1,high_high,mf,70
a_sch_af_a1_4rrle,germany,27,157,79,41,63,78,75,69,76,67,75,right,3,high_high,mf,77
f_kr_af_a1_4ger,germany,19,172,55,12,57,56,54,65,50,66,52,right,1,high_medium,st,60
a_butler,england,34,183,35,60,65,58,59,71,73,76,52,left,1,medium_high,df,65
f_stokkers,netherlands,22,174,61,15,63,60,70,70,74,74,61,right,1,high_medium,st,66
r_fulton,scotland,22,154,16,12,14,52,40,58,24,52,41,left,1,medium_medium,gk,60
zhu_xiaogang,china_pr,30,165,36,56,52,56,67,65,66,75,51,right,1,medium_medium,dm,56
lee_yeong_jae,korea_republic,23,132,62,58,54,65,82,70,67,38,60,left,1,medium_medium,mf,66
c_stankovi_a_a,austria,25,176,14,22,19,58,55,73,30,64,23,right,1,medium_medium,gk,69
n_helmbrecht,germany,23,150,60,21,38,50,72,54,52,49,43,right,1,medium_medium,mf,57
pablo_ram_af_a3n,spain,17,168,44,59,58,56,56,68,46,62,55,right,1,medium_medium,df,60
m_capuano,italy,26,176,53,68,70,66,64,77,74,85,68,left,1,high_medium,df,71
a_fletcher,england,22,172,66,22,73,65,56,69,64,72,62,right,1,medium_medium,st,67
j_paganoni,mexico,29,143,66,64,52,63,77,73,79,57,62,right,1,medium_medium,df,69
a_mat_a_a_oj_a_a,czech_republic,22,174,63,62,53,61,70,73,71,64,67,right,1,high_medium,df,66
h_lennon,england,23,170,38,61,64,52,50,74,69,75,56,left,1,low_high,df,63
henrique_jardinel,brazil,30,157,68,55,41,69,71,56,71,52,59,right,1,medium_medium,dm,65
zhao_honglue,china_pr,28,168,67,68,62,64,73,68,71,65,50,left,1,low_medium,df,64
y_kaboul,france,32,192,52,74,80,60,44,76,43,84,65,right,2,high_medium,df,74
elgezabal,spain,25,163,39,66,66,59,56,73,65,72,61,right,1,medium_medium,df,67
b_whiteman,england,22,150,63,60,54,59,75,67,77,68,66,right,1,medium_medium,dm,66
i_wadji,senegal,23,163,63,22,49,53,83,76,47,57,64,right,1,high_medium,st,62
jo_af_a_o_nunes,portugal,22,176,53,63,67,59,51,74,61,76,60,right,1,medium_high,df,64
t_jacobsen,germany,21,168,60,59,45,64,60,61,69,67,50,left,1,medium_medium,df,61
m_demb_af_a_c_l_af_a_c,belgium,30,181,89,82,70,83,76,75,70,89,90,left,3,medium_medium,mf,83
k_abazaj,albania,21,165,65,36,35,55,66,77,60,63,61,left,1,medium_medium,am,64
coutinho,brazil,26,150,91,49,48,83,93,59,79,61,85,right,3,high_high,am,88
k_kristinsson,iceland,19,157,67,30,57,53,41,70,33,70,56,right,1,medium_medium,am,61
g_ab_af_a_n,argentina,31,179,63,48,70,57,62,60,58,67,49,right,1,medium_medium,am,68
c_merrie,england,19,150,53,42,47,49,69,57,63,46,55,left,1,medium_medium,mf,54
m_johansson,sweden,19,176,17,22,12,52,42,66,33,59,39,right,1,medium_medium,gk,59
r_sigurj_af_a3nsson,iceland,28,183,70,62,59,66,80,78,93,81,66,right,1,high_medium,mf,72
f_godoy,argentina,18,174,29,57,53,49,54,67,60,66,40,right,1,medium_medium,df,57
e_gumbs,england,20,168,46,50,56,50,70,85,64,62,54,right,1,medium_high,df,52
m_albrighton,england,28,163,77,56,42,71,79,61,83,61,70,right,2,high_high,mf,76
w_katsande,zimbabwe,32,172,71,75,67,63,74,62,81,70,73,right,1,medium_medium,mf,74
m_bridge,australia,32,176,62,25,61,59,64,64,63,65,53,right,1,medium_medium,am,61
n_roy_af_a3n,uruguay,27,146,55,16,60,65,78,69,64,53,59,right,1,medium_medium,st,63
l_af_a_c_o_jab_af_a,brazil,19,176,76,14,54,68,60,72,64,70,62,right,1,high_low,mf,71
g_di_noia,italy,23,159,64,65,57,60,69,64,76,65,53,left,1,medium_medium,mf,65
kike_barja,spain,21,152,65,33,59,60,68,70,68,61,55,right,1,high_medium,mf,68
y_roemer,netherlands,16,154,68,12,50,53,68,59,59,48,48,right,1,medium_medium,st,59
e_prib,russia,28,170,73,66,55,72,74,71,63,67,65,left,2,medium_high,mf,72
m_djenepo,mali,20,143,77,33,57,63,80,90,68,58,63,right,1,medium_medium,mf,71
ronaldo_vieira,england,19,154,71,68,53,67,78,69,80,79,71,right,1,medium_medium,dm,72
j_god_af_a_nez,mexico,21,174,63,26,71,58,53,63,56,78,61,right,1,high_low,st,65
j_dezi,italy,26,152,72,62,52,64,73,75,93,53,73,right,1,high_medium,mf,72
m_halsti,finland,34,185,47,65,67,64,51,73,52,75,69,right,1,low_high,df,64
m_camara,france,20,152,65,32,54,57,71,54,40,46,65,right,1,high_medium,mf,60
f_friday,nigeria,23,198,69,23,60,62,68,74,65,85,61,right,1,medium_medium,st,68
s_lobotka,slovakia,23,141,77,72,41,74,84,82,86,52,74,right,1,medium_high,mf,78
s_armenteros,sweden,28,176,75,31,69,70,75,73,64,79,72,left,1,medium_low,st,73
diego_maur_af_a_cio,brazil,27,176,70,33,65,62,60,78,64,78,65,right,1,high_medium,mf,67
y_otayn,saudi_arabia,27,161,53,59,56,56,68,87,71,76,55,right,1,low_high,dm,61
s_arias,colombia,26,159,74,75,67,76,77,82,90,69,76,right,2,high_medium,df,78
g_zampano,italy,24,154,59,60,58,62,72,66,81,59,51,right,1,medium_medium,mf,64
p_buch_christiansen,denmark,18,161,54,11,51,57,76,63,53,47,42,right,1,medium_medium,st,53
m_kremer,germany,28,152,57,17,57,56,76,69,63,56,44,right,1,medium_medium,mf,59
c_o_toole,australia,20,143,52,56,43,52,77,55,59,50,53,left,1,medium_medium,df,56
a_farrell,united_states,26,165,65,66,49,66,71,67,82,77,60,right,1,medium_medium,df,69
koke,spain,26,163,82,66,61,85,78,61,90,79,78,right,3,high_high,mf,85
j_elez,croatia,24,192,62,71,68,69,47,68,65,81,63,right,1,medium_high,df,73
r_ram_af_a_rez,argentina,21,161,14,18,18,59,41,61,31,59,34,right,1,medium_medium,gk,65
m_jensen,denmark,22,150,73,59,50,74,79,72,87,63,80,right,1,medium_medium,mf,75
i_nestorovski,fyr_macedonia,28,165,71,27,67,71,74,72,86,81,68,left,1,high_medium,st,74
l_af_a_c_o_jardim,brazil,23,163,18,24,14,72,54,54,42,56,28,right,1,medium_medium,gk,71
k_appiah_kubi,australia,26,154,68,42,63,55,91,72,78,58,55,right,1,medium_medium,am,61
b_doherty,republic_of_ireland,21,139,54,44,45,47,79,64,63,58,56,left,1,high_medium,df,55
s_malone,england,27,165,70,71,57,71,65,71,75,70,63,left,1,high_high,df,71
i_iba_af_a_ez,chile,21,161,52,53,52,48,51,56,48,54,42,right,1,medium_medium,df,55
d_petratos,australia,25,159,69,45,41,65,74,45,85,75,66,right,1,high_medium,mf,71
k_grabara,poland,19,165,19,14,12,56,41,52,29,50,50,right,1,medium_medium,gk,59
e_johansson,sweden,29,196,55,72,69,67,46,82,74,83,71,right,1,medium_medium,df,73
m_amundsen,denmark,20,179,62,57,39,59,69,65,75,72,45,left,1,medium_medium,df,61
g_botos,greece,17,152,50,21,40,45,79,56,44,45,60,right,1,medium_medium,am,54
c_sabaly,senegal,19,123,67,18,41,52,86,44,53,33,49,right,1,medium_low,mf,62
v_laurini,france,29,159,64,74,60,73,77,78,78,66,70,right,1,medium_medium,df,74
i_azzaoui,belgium,20,159,74,21,34,51,77,50,64,55,57,right,1,high_medium,mf,65
d_mc_gregor,scotland,32,192,54,58,64,57,51,65,67,87,63,right,1,high_medium,df,65
m_haas,austria,22,168,57,60,60,58,65,61,64,62,56,right,1,medium_medium,df,63
s_lawless,scotland,27,143,63,55,38,57,91,89,83,59,65,left,1,high_medium,df,64
s_hagen,norway,32,176,31,72,67,71,47,71,72,77,68,right,1,medium_medium,df,69
n_atangana,france,28,159,54,61,62,58,55,78,88,76,58,right,1,medium_high,mf,61
m_he_a_a_a,czech_republic,27,181,16,26,20,64,55,69,42,57,57,right,1,medium_medium,gk,58
t_el_a_a_nik,slovenia,20,150,57,54,49,60,78,60,70,72,59,left,1,medium_medium,mf,60
jo_af_a_o_f_af_a_c_lix,portugal,18,154,78,38,58,70,78,78,73,60,73,right,1,high_low,am,72
m_zimmermann,germany,26,168,65,68,54,69,75,69,73,68,66,right,1,low_high,df,69
park_yong_woo,korea_republic,24,176,58,63,65,67,57,72,77,89,58,right,1,medium_medium,mf,68
d_van_crooij,netherlands,27,165,10,12,14,48,43,63,26,43,53,right,1,medium_medium,gk,64
o_watkins,england,22,154,77,44,58,68,73,66,66,68,54,right,1,high_high,am,74
i_al_talhi,saudi_arabia,23,117,55,49,49,54,65,66,54,39,50,left,1,medium_medium,mf,59
a_song,cameroon,30,163,73,75,68,70,59,71,68,75,75,right,3,medium_medium,dm,75
b_thompson,england,22,172,64,62,59,68,69,89,77,74,69,right,1,high_high,mf,67
o_duarte,costa_rica,29,179,48,74,77,72,45,79,61,73,67,right,1,medium_medium,df,75
m_hassen,tunisia,23,176,13,16,16,62,51,70,30,55,59,right,1,medium_medium,gk,71
